3/4Bths,Acceptance Date,ADOM,Act Close Date,Address,Approx Addl Liv Area,Approx Liv Area,Area,AssocComFeatDesc,AssocComFeatDesc_2,AssocComFeatDesc_3,AssocComFeatDesc_4,AssocComFeatDesc_5,Bdrs,BldgDesc,BldgDesc_2,Built Desc,Carport,City/Twn,Construction,Construction_2,Construction_3,County,DOM,Energy,Energy_2,Energy_3,Energy_4,Expire Date,Exterior,Exterior_2,Exterior_3,Exterior_4,Exterior_5,Exterior_6,Exterior_7,Exterior_8,Firepl,FullBths,FurnishingDesc,Garage,Garage,Garage_2,Garage_3,Garage_4,Gated Y/N,GR BLD CERT,Green Feat,Green Feat_2,Green Feat_3,Green Feat_4,Green Feat_5,HalfBths,Heating Fuel,Heating Fuel_2,HouseViews,HouseViews_2,HouseViews_3,List Date,List Price,Lot Sqft,ML #,Occupancy,OrigListPrice,Ownership,Previous Price,PrcChgDt,Property Condition,PropDesc,PropDesc_2,PropDesc_3,PropDesc_4,PSType,PropType,PvPool,PvSpa,Repo-Reo,SP/SqFt,Sale Price,SaleTyp,Sold Seller Points,Short Sale,Sold Term,ST,Stat,StatusChangeDate,Subdivision,T Status Date,Type,Unit Description,Unit#,Utility Information,Utility Information_2,Utility Information_3,Utility Information_4,With Date,YearBlt,Zip,Manufact,MHYrBlt,Lease Term,Solar Electric
0,11/24/2016,  ,12/31/2016,8533 RAINDROP CANYON AV,  ,2653,405,NONE,  ,  ,  ,  ,4,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,159,DUALPNE,  ,  ,  ,  ,DECK,  ,  ,  ,  ,  ,  ,  ,1,2,NOFURN,3,ATTACHD,AUTODR,ENTRYHS,EXTERDR,N,N,  ,  ,  ,  ,  ,1,GAS,  ,  ,  ,  ,06/18/2016,289900,5240,B212-49124,VAC,304000,SFR,284700,10/27/2016,EXCL,  ,  ,  ,  ,SFR,RES,N,N,N,99.88692,265000,TRADSALE,0,N,CASH,NV,S,12/31/2015,NORTHSHORE PHASE 1 LOT D-UNIT,  ,DETACHED,  ,  ,CABLAVL,  ,  ,  ,  ,2000,89129,  ,  ,  ,None
0,07/02/2016,  ,08/20/2016,7936 INDIAN CLOUD AV,  ,2808,405,CCRS,  ,  ,  ,  ,4,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,9,LOWEWIN,  ,  ,  ,  ,BI-BBQ,BYARDAC,CVPATIO,  ,  ,  ,  ,  ,0,2,NOFURN,3,ATTACHD,  ,  ,  ,N,N,  ,  ,  ,  ,  ,1,GAS,  ,NONE,  ,  ,06/23/2016,355000,6547,B212-50653,OWN,355000,  ,,06/24/2016,EXCL,  ,  ,  ,  ,SFR,RES,Y,Y,N,128.205128,360000,TRADSALE,0,N,CONV,NV,S,08/20/2015,EL CAPITAN RANCH,  ,DETACHED,  ,  ,UNDGRND,  ,  ,  ,  ,1999,89129,  ,  ,  ,  
1,08/01/2016,  ,09/18/2016,8500 COPPER MOUNTAIN AV,  ,3007,405,NONE,  ,  ,  ,  ,5,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,38,DUALPNE,SOLSCRN,  ,  ,  ,BYARDAC,PRIVYRD,CUSRAIL,  ,  ,  ,  ,  ,1,2,NOFURN,3,ATTACHD,ENTRYHS,EXTERDR,FINISHD,N,N,  ,  ,  ,  ,  ,0,GAS,  ,  ,  ,  ,06/24/2016,324900,5676,B212-50865,OWN,330000,  ,330000,07/09/2016,GOOD,  ,  ,  ,  ,SFR,RES,Y,Y,N,104.75557,315000,TRADSALE,0,N,VA,NV,S,09/21/2015,EL CAPITAN RANCH,  ,DETACHED,  ,  ,UNDGRND,SOLSCRN,CABLAVL,  ,  ,1998,89129,  ,  ,  ,  
1,07/10/2016,  ,09/02/2016,8609 COPPER MINE AV,  ,3083,405,CCRS,  ,  ,  ,  ,4,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,STUCSID,  ,CLARK,13,NONE,  ,  ,  ,  ,BBQSTUB,BYARDAC,COURTYD,DOGRUN,PRIVYRD,PATIO,  ,  ,1,2,NOFURN,3,AUTODR,ENTRYHS,  ,  ,N,N,  ,  ,  ,  ,  ,0,GAS,  ,  ,  ,  ,06/27/2016,344720,5240,B212-51648,VAC,344720,SFR,,06/26/2016,VRGD,  ,  ,  ,  ,SFR,RES,Y,Y,N,106.876419,329500,TRADSALE,650,N,CONV,NV,S,09/02/2015,EL CAPITAN RANCH,  ,DETACHED,  ,  ,CABWIRE,  ,  ,  ,  ,1998,89129,  ,  ,  ,  
1,07/10/2016,  ,08/19/2016,3720 CRESCENT CANYON ST,  ,3083,405,CCRS,  ,  ,  ,  ,4,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,10,DUALPNE,  ,  ,  ,  ,BI-BBQ,BYARDAC,CVPATIO,PRIVYRD,  ,  ,  ,  ,2,2,NOFURN,3,ATTACHD,AUTODR,ENTRYHS,FINISHD,N,N,  ,  ,  ,  ,  ,0,GAS,  ,  ,  ,  ,06/30/2016,319900,5240,B212-52051,OWN,319900,  ,,06/30/2016,GOOD,  ,  ,  ,  ,SFR,RES,Y,Y,N,102.821927,317000,TRADSALE,5606,N,VA,NV,S,08/19/2015,EL CAPITAN RANCH,  ,DETACHED,  ,  ,CABLAVL,UNDGRND,  ,  ,  ,1997,89129,  ,  ,  ,  
0,,202,,8628 RAINDROP CANYON AV,  ,2653,405,CCRS,  ,  ,  ,  ,4,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,  ,NONE,  ,  ,  ,  ,PATIO,  ,  ,  ,  ,  ,  ,  ,2,2,NOFURN,3,ATTACHD,AUTODR,ENTRYHS,  ,N,N,  ,  ,  ,  ,  ,1,GAS,  ,  ,  ,  ,07/01/2016,298000,5240,B212-52708,TEN,305000,  ,300000,08/25/2016,  ,  ,  ,  ,  ,SFR,RES,N,N,N,  ,  ,  ,  ,N,  ,NV,ER,11/03/2015,EL CAPITAN RANCH,  ,DETACHED,2LEVEL,  ,UNDGRND,  ,  ,  ,  ,2000,89129,  ,  ,1 Year +,None
0,07/27/2016,  ,09/11/2016,8625 W GILMORE AV,  ,2653,405,CCRS,  ,  ,  ,  ,4,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,14,DUALPNE,  ,  ,  ,  ,BI-BBQ,BYARDAC,CVPATIO,  ,  ,  ,  ,  ,1,2,NOFURN,3,ATTACHD,AUTODR,ENTRYHS,FINISHD,N,N,  ,  ,  ,  ,  ,1,GAS,  ,  ,  ,  ,07/13/2016,324900,6111,B212-55707,VAC,324900,  ,,07/12/2016,VRGD,  ,  ,  ,  ,SFR,RES,Y,N,N,113.456464,301000,TRADSALE,0,N,CONV,NV,S,09/13/2015,HOBBLE CREEK EST,  ,DETACHED,  ,  ,UNDGRND,  ,  ,  ,  ,1999,89129,  ,  ,  ,  
0,07/22/2016,  ,08/31/2016,7765 WILLOW COVE CR,  ,2924,405,GATED,  ,  ,  ,  ,4,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,6,DUALPNE,  ,  ,  ,  ,BALCONY,BI-BBQ,BYARDAC,CVPATIO,DECK,  ,  ,  ,1,3,NOFURN,3,EXTERDR,FINISHD,STORAGE,ENTRYHS,Y,N,  ,  ,  ,  ,  ,1,GAS,  ,  ,  ,  ,07/16/2016,434900,14823,B212-56717,VAC,434900,  ,,07/16/2016,EXCL,  ,  ,  ,  ,SFR,RES,Y,Y,N,147.024624,429900,TRADSALE,0,N,CONV,NV,S,09/01/2015,EL CAPITAN RANCH,  ,DETACHED,  ,  ,ALLELEC,CABLAVL,SATDISH,UNDGRND,  ,1996,89129,  ,  ,  ,  
1,12/17/2016,  ,,8605 COPPER RIDGE AV,  ,3007,405,CCRS,  ,  ,  ,  ,5,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,151,NONE,  ,  ,  ,  ,CVPATIO,  ,  ,  ,  ,  ,  ,  ,1,2,NOFURN,3,ATTACHD,AUTODR,ENTRYHS,  ,N,N,  ,  ,  ,  ,  ,0,GAS,  ,  ,  ,  ,07/19/2016,298500,5240,B212-57562,VAC,315000,  ,304000,12/11/2016,  ,  ,  ,  ,  ,SFR,RES,N,N,N,  ,  ,  ,  ,N,FHA,NV,C,12/17/2015,PINNACLE POINTE-UNIT 2,  ,DETACHED,  ,  ,UNDGRND,  ,  ,  ,  ,1997,89129,  ,  ,  ,None
1,11/25/2016,  ,,3728 MOUNTAIN WATERS ST,  ,2733,405,NONE,  ,  ,  ,  ,4,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,124,LOWEWIN,  ,  ,  ,  ,CVPATIO,PRIVYRD,SECBAR,SECUREN,BYARDAC,  ,  ,  ,2,2,NOFURN,3,ATTACHD,AUTODR,  ,  ,N,N,  ,  ,  ,  ,  ,0,GAS,  ,  ,  ,  ,07/24/2016,255000,6547,B212-59542,VAC,255000,  ,,07/27/2016,  ,  ,  ,  ,  ,SFR,RES,N,N,N,  ,  ,  ,  ,N,CONV,NV,P,01/12/2016,EL CAPITAN RANCH,  ,DETACHED,  ,  ,CABLAVL,  ,  ,  ,  ,2001,89129,  ,  ,  ,None
1,01/08/2017,  ,,8513 COPPER FALLS AV,  ,3007,405,CCRS,  ,  ,  ,  ,5,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,143,SOLSCRN,  ,  ,  ,  ,CVPATIO,  ,  ,  ,  ,  ,  ,  ,2,2,NOFURN,3,AUTODR,ENTRYHS,ATTACHD,  ,N,N,  ,  ,  ,  ,  ,0,GAS,  ,  ,  ,  ,08/18/2016,317000,5240,B212-66443,OWN,325000,  ,325000,10/29/2016,  ,  ,  ,  ,  ,SFR,RES,Y,Y,N,  ,  ,  ,  ,N,CONV,NV,C,01/12/2016,GOWAN FORT APACHE,  ,DETACHED,  ,  ,UNDGRND,SOLSCRN,  ,  ,  ,1999,89129,  ,  ,  ,None
1,,150,,3708 N CAMPBELL RD,  ,3386,405,NONE,  ,  ,  ,  ,4,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,  ,DUALPNE,SOLSCRN,  ,  ,  ,CVPATIO,BYARDAC,  ,  ,  ,  ,  ,  ,2,2,NOFURN,3,ATTACHD,ENTRYHS,AUTODR,FINISHD,N,N,  ,  ,  ,  ,  ,0,GAS,  ,MOUNTVW,  ,  ,08/22/2016,352000,6547,B212-67119,VAC,365000,SFR,354000,11/26/2016,  ,  ,  ,  ,  ,SFR,RES,Y,N,N,  ,  ,  ,  ,N,  ,NV,ER,01/03/2016,EL CAPITAN RANCH,  ,DETACHED,  ,  ,UNDGRND,CABLAVL,SOLSCRN,  ,  ,1996,89129,N,  ,  ,None
1,,147,,3709 SILVER BROOK ST,  ,3083,405,CCRS,  ,  ,  ,  ,3,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,  ,NONE,  ,  ,  ,  ,CVPATIO,  ,  ,  ,  ,  ,  ,  ,1,2,NOFURN,3,ATTACHD,  ,  ,  ,N,N,  ,  ,  ,  ,  ,0,GAS,  ,  ,  ,  ,08/25/2016,325000,5676,B212-67497,VAC,310000,  ,300000,01/17/2017,  ,  ,  ,  ,  ,SFR,RES,Y,N,N,  ,  ,  ,  ,Y,  ,NV,ER,01/17/2016,CHEYENNE RIDGE,  ,DETACHED,  ,  ,CABWIRE,  ,  ,  ,  ,1998,89129,  ,  ,  ,None
0,01/17/2017,  ,,9645 BOYLAGH AV,  ,2568,405,CCRS,GATED,PLAYGRD,  ,  ,5,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,145,DUALPNE,  ,  ,  ,  ,CVPATIO,  ,  ,  ,  ,  ,  ,  ,0,3,NOFURN,2,ENTRYHS,ATTACHD,AUTODR,  ,Y,N,  ,  ,  ,  ,  ,1,GAS,  ,MOUNTVW,  ,  ,08/25/2016,254888,4369,B212-67508,OWN,274888,  ,259888,01/09/2017,  ,  ,  ,  ,  ,SFR,RES,N,N,N,  ,  ,  ,  ,N,CASH,NV,C,01/18/2016,GOWAN/FORT APACHE-UNIT 2B,  ,DETACHED,  ,  ,CABLAVL,UNDGRND,  ,  ,  ,2000,89129,  ,  ,  ,None
1,09/18/2016,  ,10/21/2016,9084 CLARETTA DR,  ,3386,405,NONE,  ,  ,  ,  ,5,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,21,NONE,  ,  ,  ,  ,CVPATIO,BBQSTUB,  ,  ,  ,  ,  ,  ,3,2,NOFURN,3,ATTACHD,AUTODR,FINISHD,STORAGE,N,N,  ,  ,  ,  ,  ,0,GAS,  ,  ,  ,  ,08/28/2016,345000,6111,B212-68469,OWN,345000,  ,,08/28/2016,VRGD,  ,  ,  ,  ,SFR,RES,N,N,N,98.936799,335000,TRADSALE,0,N,CASH,NV,S,10/21/2015,CIMARRON MEADOWS,  ,DETACHED,  ,  ,CABLAVL,UNDGRND,  ,  ,  ,1996,89129,  ,  ,  ,None
0,10/07/2016,  ,10/29/2016,8304 WOODLAND PRAIRIE AV,  ,2812,405,CCRS,  ,  ,  ,  ,4,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,37,DUALPNE,  ,  ,  ,  ,PRIVYRD,PATIO,  ,  ,  ,  ,  ,  ,0,2,NOFURN,3,ATTACHD,AUTODR,  ,  ,N,N,  ,  ,  ,  ,  ,1,GAS,  ,  ,  ,  ,08/31/2016,330000,6547,B212-69206,VAC,334900,  ,332500,09/22/2016,GOOD,  ,  ,  ,  ,SFR,RES,Y,N,N,113.086771,318000,TRADSALE,0,N,CONV,NV,S,11/03/2015,GOWAN/FORT APACHE-UNIT 2A,  ,DETACHED,  ,  ,CABLAVL,  ,  ,  ,  ,1998,89129,  ,  ,  ,None
1,10/14/2016,  ,12/09/2016,9061 BAYSINGER DR,  ,3386,405,NONE,GUESTPK,  ,  ,  ,4,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,42,SOLSCRN,SOLRPAN,  ,  ,  ,BALCONY,CVPATIO,  ,  ,  ,  ,  ,  ,2,2,NOFURN,3,ATTACHD,  ,  ,  ,N,N,  ,  ,  ,  ,  ,0,ELEC,SOLAR,  ,  ,  ,09/02/2016,310000,6111,B212-70289,OWN,310000,  ,,09/03/2016,GOOD,  ,  ,  ,  ,SFR,RES,N,Y,N,88.304784,299000,TRADSALE,0,N,CONV,NV,S,12/10/2015,GOWAN/FORT APACHE-UNIT 2B,  ,DETACHED,  ,  ,SOLPANS,SOLSCRN,UNDGRND,  ,  ,1996,89129,  ,  ,  ,Leased
1,09/18/2016,  ,10/22/2016,9134 CLARETTA DR,  ,3386,405,NONE,  ,  ,  ,  ,4,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,12,DUALPNE,  ,  ,  ,  ,CVPATIO,PATIO,  ,  ,  ,  ,  ,  ,2,2,NOFURN,3,ATTACHD,GARCOOL,STORAGE,ENTRYHS,N,N,  ,  ,  ,  ,  ,0,GAS,  ,MOUNTVW,  ,  ,09/06/2016,362500,6983,B212-71015,OWN,362500,  ,,09/06/2016,EXCL,  ,  ,  ,  ,SFR,RES,Y,Y,N,103.366804,350000,TRADSALE,0,N,CONV,NV,S,10/24/2015,EL CAPITAN RANCH,  ,DETACHED,  ,  ,UNDGRND,  ,  ,  ,  ,1996,89129,  ,  ,  ,None
1,,127,,8500 COPPER RIDGE AV,  ,3007,405,NONE,  ,  ,  ,  ,5,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,  ,NONE,  ,  ,  ,  ,PATIO,  ,  ,  ,  ,  ,  ,  ,3,2,NOFURN,3,AUTODR,ATTACHD,ENTRYHS,  ,N,N,  ,  ,  ,  ,  ,0,GAS,  ,  ,  ,  ,09/14/2016,319000,6111,B212-73154,VAC,371500,  ,324000,01/07/2017,  ,  ,  ,  ,  ,SFR,RES,N,N,N,  ,  ,  ,  ,N,  ,NV,ER,  ,DIAMOND RIDGE-UNIT 7,  ,DETACHED,  ,  ,UNDGRND,  ,  ,  ,  ,1997,89129,  ,  ,  ,None
0,12/15/2016,  ,,9125 DIAMOND LAKE AV,  ,2819,405,NONE,  ,  ,  ,  ,5,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,88,NONE,  ,  ,  ,  ,BBQSTUB,PRIVYRD,CVPATIO,  ,  ,  ,  ,  ,1,3,NOFURN,3,ENTRYHS,ATTACHD,AUTODR,FINISHD,N,N,  ,  ,  ,  ,  ,1,GAS,  ,  ,  ,  ,09/18/2016,329500,6547,B212-74558,VAC,334900,  ,334900,10/16/2016,  ,  ,  ,  ,  ,SFR,RES,Y,N,N,  ,  ,  ,  ,N,CONV,NV,C,12/15/2015,GOWAN FORT APACHE,  ,DETACHED,  ,  ,UNDGRND,  ,  ,  ,  ,1999,89129,  ,  ,  ,None
1,09/28/2016,  ,12/03/2016,3817 WHITE CASTLE ST,  ,3215,405,NONE,  ,  ,  ,  ,5,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,9,DUALPNE,SOLSCRN,  ,  ,  ,BYARDAC,  ,  ,  ,  ,  ,  ,  ,1,2,NOFURN,3,ATTACHD,AUTODR,ENTRYHS,EXTERDR,N,N,  ,  ,  ,  ,  ,0,GAS,  ,  ,  ,  ,09/19/2016,384000,6111,B212-74590,OWN,384000,  ,,09/19/2016,VRGD,  ,  ,  ,  ,SFR,RES,Y,Y,N,116.640747,375000,TRADSALE,0,N,VA,NV,S,12/04/2015,CANYON MEADOWS,  ,DETACHED,  ,  ,CABLAVL,UNDGRND,  ,  ,  ,2000,89129,  ,  ,  ,None
1,10/01/2016,  ,11/17/2016,9637 CHERRY CANYON AV,  ,2924,405,NONE,  ,  ,  ,  ,4,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,9,DUALPNE,  ,  ,  ,  ,BYARDAC,CVPATIO,PATIO,  ,  ,  ,  ,  ,1,2,NOFURN,3,ATTACHD,AUTODR,ENTRYHS,FINISHD,N,N,  ,  ,  ,  ,  ,0,GAS,  ,MOUNTVW,  ,  ,09/22/2016,320000,6111,B212-75223,OWN,320000,  ,,09/21/2016,GOOD,  ,  ,  ,  ,SFR,RES,Y,Y,N,106.703146,312000,TRADSALE,0,N,CONV,NV,S,11/17/2015,GOWAN FORT APACHE,  ,DETACHED,  ,  ,UNDGRND,  ,  ,  ,  ,1999,89129,  ,  ,  ,None
1,,117,,8933 BRACKEN CLIFF CT,  ,3386,405,NONE,  ,  ,  ,  ,5,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,  ,DUALPNE,  ,  ,  ,  ,ACCESS,BYARDAC,  ,  ,  ,  ,  ,  ,1,2,NOFURN,3,ATTACHD,ENTRYHS,FINISHD,  ,N,N,  ,  ,  ,  ,  ,0,GAS,  ,  ,  ,  ,09/24/2016,360900,6983,B212-75647,VAC,370688,  ,353900,12/22/2016,  ,  ,  ,  ,  ,SFR,RES,Y,N,N,  ,  ,  ,  ,N,  ,NV,ER,  ,EL CAPITAN RANCH,  ,DETACHED,  ,  ,CABLAVL,CABWIRE,UNDGRND,  ,  ,1995,89129,  ,  ,  ,None
1,10/09/2016,  ,10/22/2016,8604 COPPER MINE AV,  ,3083,405,NONE,  ,  ,  ,  ,4,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,16,SOLSCRN,DUALPNE,LOWEWIN,  ,  ,BYARDAC,PATIO,PRIVYRD,PORCH,  ,  ,  ,  ,1,2,NOFURN,3,ATTACHD,  ,  ,  ,N,N,  ,  ,  ,  ,  ,0,GAS,  ,  ,  ,  ,09/23/2016,337900,5240,B212-75699,VAC,337900,  ,,09/23/2016,VRGD,  ,  ,  ,  ,SFR,RES,Y,Y,N,105.416802,325000,TRADSALE,0,N,CASH,NV,S,10/23/2015,EL CAPITAN RANCH,  ,DETACHED,  ,  ,UNDGRND,  ,  ,  ,  ,1998,89129,  ,  ,  ,Leased
1,11/30/2016,  ,,8505 COPPER RIDGE AV,  ,3007,405,NONE,  ,  ,  ,  ,5,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,59,DUALPNE,  ,  ,  ,  ,BI-BBQ,BYARDAC,DECK,PRIVYRD,  ,  ,  ,  ,2,2,NOFURN,3,ATTACHD,ENTRYHS,AUTODR,  ,N,N,  ,  ,  ,  ,  ,0,GAS,  ,NONE,  ,  ,10/02/2016,330800,5240,B212-77945,OWN,335000,  ,330900,10/30/2016,  ,  ,  ,  ,  ,SFR,RES,Y,N,N,  ,  ,  ,  ,N,FHA,NV,C,11/30/2015,CIMARRON MEADOWS,  ,DETACHED,  ,  ,UNDGRND,SATDISH,CABWIRE,  ,  ,1997,89129,  ,  ,  ,None
0,,102,,8208 DEFIANCE AV,  ,2557,405,CCRS,  ,  ,  ,  ,3,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,  ,NONE,  ,  ,  ,  ,CVPATIO,  ,  ,  ,  ,  ,  ,  ,2,2,NOFURN,3,ATTACHD,  ,  ,  ,N,N,  ,  ,  ,  ,  ,1,GAS,  ,  ,  ,  ,10/09/2016,304000,6547,B212-79816,OWN,304000,  ,,10/09/2016,  ,  ,  ,  ,  ,SFR,RES,N,N,N,  ,  ,  ,  ,N,  ,NV,ER,  ,PINNACLE POINTE-UNIT 2,  ,DETACHED,  ,  ,UNDGRND,  ,  ,  ,  ,1997,89129,  ,  ,  ,  
1,11/13/2016,  ,11/30/2016,9357 SPARKLING WATERS AV,  ,2733,405,NONE,  ,  ,  ,  ,4,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,33,NONE,  ,  ,  ,  ,CVPATIO,  ,  ,  ,  ,  ,  ,  ,2,2,NOFURN,3,ATTACHD,  ,  ,  ,N,N,  ,  ,  ,  ,  ,0,GAS,  ,  ,  ,  ,10/11/2016,225500,5676,B212-80250,VAC,225500,  ,,10/12/2016,FAIR,  ,  ,  ,  ,SFR,RES,N,N,Y,82.400293,225200,REOSALE,0,N,CASH,NV,S,11/30/2015,CANYON MEADOWS,  ,DETACHED,  ,  ,UNDGRND,  ,  ,  ,  ,2001,89129,  ,  ,  ,None
1,,99,,9608 CHERRY CANYON AV,  ,2924,405,NONE,  ,  ,  ,  ,4,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,  ,DUALPNE,SOLSCRN,  ,  ,  ,CVPATIO,DOGRUN,PRIVYRD,  ,  ,  ,  ,  ,1,2,NOFURN,3,ATTACHD,AUTODR,ENTRYHS,FINISHD,N,N,  ,  ,  ,  ,  ,0,ELEC,  ,MOUNTVW,  ,  ,10/12/2016,419900,6983,B212-80421,OWN,419900,SFR,,10/12/2016,  ,  ,  ,  ,  ,SFR,RES,Y,N,N,  ,  ,  ,  ,N,  ,NV,ER,11/02/2015,SKY CANYON,  ,DETACHED,  ,  ,UNDGRND,  ,  ,  ,  ,1999,89129,  ,  ,  ,None
0,,94,,9401 DEER LODGE LN,  ,2613,405,NONE,  ,  ,  ,  ,5,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,  ,NONE,  ,  ,  ,  ,NONE,  ,  ,  ,  ,  ,  ,  ,1,3,NOFURN,2,ATTACHD,ENTRYHS,AUTODR,  ,N,N,  ,  ,  ,  ,  ,0,GAS,  ,  ,  ,  ,10/17/2016,302000,6111,B212-81783,OWN,320000,  ,304000,01/13/2017,  ,  ,  ,  ,  ,SFR,RES,N,Y,N,  ,  ,  ,  ,N,  ,NV,ER,  ,GOWAN FORT APACHE,  ,DETACHED,  ,  ,UNDGRND,  ,  ,  ,  ,1996,89129,  ,  ,  ,None
1,11/09/2016,  ,11/16/2016,3696 FERNDALE COVE DR,  ,3386,405,NONE,  ,  ,  ,  ,4,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,17,NONE,  ,  ,  ,  ,BALCONY,BBQSTUB,BYARDAC,CVPATIO,PATIO,PRIVYRD,  ,  ,3,2,NOFURN,3,STORAGE,ATTACHD,AUTODR,ENTRYHS,N,N,  ,  ,  ,  ,  ,0,GAS,  ,  ,  ,  ,10/23/2016,344000,6111,B212-83400,VAC,344000,  ,,10/23/2016,EXCL,  ,  ,  ,  ,SFR,RES,N,N,N,94.506793,320000,TRADSALE,0,N,CASH,NV,S,11/20/2015,HERITAGE PLACE-PHASE 1,  ,DETACHED,  ,  ,UNDGRND,  ,  ,  ,  ,1996,89129,  ,  ,  ,None
0,,87,  ,3253 N CAMPBELL RD,  ,2677,405,NONE,  ,  ,  ,  ,5,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,  ,NONE,  ,  ,  ,  ,BYARDAC,CVPATIO,  ,  ,  ,  ,  ,  ,2,3,NOFURN,3,ATTACHD,ENTRYHS,AUTODR,  ,N,N,  ,  ,  ,  ,  ,0,GAS,  ,  ,  ,  ,10/24/2016,250000,6111,B212-83449,OWN,315000,  ,255000,01/15/2017,  ,  ,  ,  ,  ,SFR,RES,N,N,N,  ,  ,  ,  ,Y,  ,NV,ER,  ,GOWAN FORT APACHE,  ,DETACHED,  ,  ,CABLAVL,  ,  ,  ,  ,1996,89129,  ,  ,  ,None
0,,76,  ,8911 FORT CRESTWOOD DR,  ,3386,405,NONE,  ,  ,  ,  ,6,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,  ,DUALPNE,  ,  ,  ,  ,BALCONY,CVPATIO,BYARDAC,  ,  ,  ,  ,  ,1,3,NOFURN,3,ATTACHD,AUTODR,ENTRYHS,  ,N,N,  ,  ,  ,  ,  ,0,GAS,  ,  ,  ,  ,11/04/2016,365000,7854,B212-86030,VAC,365000,  ,,11/04/2016,  ,  ,  ,  ,  ,SFR,RES,Y,Y,N,  ,  ,  ,  ,N,  ,NV,ER,  ,GOWAN FORT APACHE,  ,DETACHED,  ,  ,CABLAVL,  ,  ,  ,  ,1995,89129,  ,  ,  ,None
0,12/10/2016,  ,  ,3709 DORRINGTON DR,  ,3215,405,NONE,  ,  ,  ,  ,5,TRILEVL,2STORY,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,30,DUALPNE,  ,  ,  ,  ,BBQSTUB,PATIO,  ,  ,  ,  ,  ,  ,1,3,NOFURN,3,AUTODR,ENTRYHS,  ,  ,N,N,  ,  ,  ,  ,  ,0,GAS,  ,  ,  ,  ,11/10/2016,304900,6111,B212-87333,VAC,324900,  ,314900,12/04/2016,  ,  ,  ,  ,  ,SFR,RES,Y,Y,N,  ,  ,  ,  ,N,EXCH,NV,C,12/12/2015,EL CAPITAN RANCH,  ,DETACHED,  ,  ,UNDGRND,  ,  ,  ,  ,1997,89129,  ,  ,  ,None
1,12/20/2016,  ,  ,8512 COPPER RIDGE AV,  ,3007,405,NOTAGER,CCRS,  ,  ,  ,5,2STORY,  ,RE,0,LASVEGAS,FRMSTUC,  ,  ,CLARK,34,DUALPNE,  ,  ,  ,  ,BALCONY,CVPATIO,PATIO,  ,  ,  ,  ,  ,1,2,NOFURN,3,ATTACHD,AUTODR,  ,  ,N,N,  ,  ,  ,  ,  ,0,GAS,  ,  ,  ,  ,11/16/2016,302000,5240,B212-88978,VAC,315000,  ,315000,12/04/2016,  ,  ,  ,  ,  ,SFR,RES,N,N,N,  ,  ,  ,  ,N,CONV,NV,C,12/21/2015,EL CAPITAN RANCH,  ,DETACHED,  ,  ,UNDGRND,  ,  ,  ,  ,1997,89129,  ,  ,  ,None
